Cuisine,NumberOfReviews,Rating,RestaurantID,bestAnswer,score
Indian,339,4.5,SP4bvMvxel_UPdof_er3HA,1,9.97E-01
Indian,195,3.5,7k2uvrFxOoBwV7c2m0UBNw,0,3.36E-01
Indian,168,4,NhBUzlITbu3rdjm9UEfWsw,0,3.36E-01
Indian,481,3.5,nd0uXNXaeaDMuMk4C1GusA,0,4.25E-01
Indian,37,3.5,RRg3P3NsYzutXn5M6mluxw,0,3.36E-01
Indian,184,3.5,B0IXsKwCk21hNQffYPJmHA,0,3.36E-01
Indian,37,3.5,o5_roJB43PNm0PhhJ-0mXQ,0,3.36E-01
Indian,146,3.5,h0Z2RZBZbiqS-Yw22WyTaQ,0,3.36E-01
Indian,477,3.5,EPHhPGDFvnq2ARTBxAikuw,0,4.25E-01
Indian,316,4.5,ogEtpbCgxv38PyB3ebivqQ,1,9.98E-01
Indian,12,4.5,y_bDXn5PffeXZLXM4ZpvzQ,1,9.98E-01
Indian,231,4,lPno4CCubHeWXnPnglp8sQ,0,3.36E-01
Indian,64,4.5,q3QWb_zYe5TxDqByWv1bKg,1,9.98E-01
Indian,123,3.5,sng5ejEyAA22ncDwxdu2lw,0,3.36E-01
Indian,152,4.5,eTe0fY7PUIKuxgSdxgkD_A,1,9.98E-01
Indian,487,4,niivJKBqY5wToDukqZHetQ,0,4.60E-01
Indian,93,3.5,G4Y3yF4UfcCNSj0JFQQVDw,0,3.36E-01
Indian,768,3.5,5z7OuOWuZRu6byp2XDKbQw,0,2.73E-01
Indian,148,3,Q7wFlNr4OFU0eCJXcOmopg,0,2.35E-03
Indian,134,4,WWpOWqOgS9ClYvxYVzR0lg,0,3.36E-01
Indian,348,4.5,PdzL9svqapSqH4o8bF86Pw,1,9.97E-01
Indian,12,4,9x95RpLEIDRWG2Y9w4qz4Q,0,3.36E-01
Indian,66,4,IRRhwACUiMaqkBVAZiCzeg,0,3.36E-01
Indian,135,4,gsZUN1Vtpd3P7rdvANbrmg,0,3.36E-01
Indian,303,3.5,MzIUB4_G9TemKsPZJkelIw,0,3.62E-01
Indian,290,3.5,9lKYC8qs6owmBazkVR5XDA,0,3.63E-01
Indian,72,3.5,#NAME?,0,3.36E-01
Indian,71,4,yauWDobtVPplAiACo1JuYA,0,3.36E-01
Indian,235,4.5,pgGT9m03pNI15Ag2pAdY1Q,1,9.98E-01
Indian,261,3.5,YM5AbOOg-TjuHJrQmfd0Hw,0,2.01E-01
Indian,199,4.5,zi4fUgOwwGB5PYR2xq0OCQ,1,9.98E-01
Indian,143,4,4x4M_p_b8GvLkc4fe00GHA,0,3.36E-01
Indian,468,3.5,DOdbSGm9ULZlVz-1-Jjhmg,0,3.88E-01
Indian,54,3.5,Rk6TXh7nINbzJoGtI2C5cA,0,3.36E-01
Indian,144,3.5,OD1CCNpXwUvXB9P6WkTy9A,0,3.36E-01
Indian,398,3.5,jwPAFWZ5B6ctjFqa4_mUSw,0,3.63E-01
Indian,233,4.5,AlfkFxfD-cUBGA3Eq3j0Uw,1,9.98E-01
Indian,590,3.5,bFUVp77ApNkACqXvgiekPQ,0,4.42E-01
Indian,328,4,hKKDfUPcDX_c-RCWBMOr1w,0,3.39E-01
Indian,25,4,gHw2LnjgqyJclvlOjISv6g,0,3.36E-01
Indian,132,3.5,sQ_L8O9WMU4apxSTVa9JKg,0,3.36E-01
Indian,66,4.5,NztBFASX-zzg0tROoLiKOg,1,9.98E-01
Indian,157,3.5,aM4h2RwyHyngSDehB_qq3g,0,3.36E-01
Indian,1,5,#NAME?,0,3.36E-01
Indian,34,4,h1PXV90jW1bXIWVlKiF0NQ,0,3.36E-01
Indian,485,4,qs5aBgcT2v1BFlW-XqQS0Q,0,4.60E-01
Indian,404,4,H0tgZ_2Yuayn18ylu2c3XQ,0,3.63E-01
Indian,3,5,w2-VGvlBCMYo9ko8Y_PzAw,0,3.36E-01
Indian,24,4,7-mcmUETyMifs3rbpvCObA,0,3.36E-01
Indian,75,4.5,lIE4KHySIenwPbta1JuM8Q,1,9.98E-01
Indian,153,4,MotfuoOFiEmOKOcRCnRhdA,0,3.36E-01
Indian,460,4,HsEmXckXmsRAAEVDFCGYYg,0,3.74E-01
Indian,87,3.5,4Kv4EVmrQ8TdlSD7MW0wHg,0,3.36E-01
Indian,94,3.5,dOsIIVVfgiDevGZLWaPnTg,0,3.36E-01
Indian,155,3.5,yx8cpBwPttpdBvm4V1EawQ,0,3.36E-01
Indian,1,5,QEudjEGzNalNUN2V2dZVJA,0,3.36E-01
Indian,931,3.5,wQjQHZKH_DxwntbSe1QdxQ,0,4.42E-01
Indian,358,4.5,x3NeZ4xToUxVKDoZ32D5tg,1,9.97E-01
Indian,54,4.5,pg2NNr7wQeMo5cJoTYPBRQ,1,9.98E-01
Indian,92,3.5,JvV8sTgUX6abRQPzb3hLgg,0,3.36E-01
Indian,88,4,WkN7pVHWEXpHJrIS1ohXUA,0,3.36E-01
Indian,188,4,bgMbt6XbOaAu5VNXr5kCdQ,0,3.36E-01
Indian,116,4.5,8vYGvXF4OyKv2KV0-iIxrA,1,9.98E-01
Indian,42,4.5,yPWE_stCrD48WZ-xaxfz_A,1,9.98E-01
Indian,53,5,RSSe0b5ozB5T7uxPe246KQ,0,3.36E-01
Indian,55,4,dZENEWBMFMIbqIBGtlUwsQ,0,3.36E-01
Indian,378,3.5,gWuHmSQ8G5FiKv-rEogwvA,0,2.36E-01
Indian,5,4,PF9sOfpRWjQGviligM-lww,0,3.36E-01
Indian,189,4,1KGvtMU7VBcdlvxo2brdQg,0,3.36E-01
Indian,23,4.5,pht3NrQeuKlZpvnZ6Lbsug,1,9.98E-01
Indian,41,4.5,GVaTZnN7a-DkrK57l7BbGw,1,9.98E-01
Indian,1,5,5W2j5LFdJoWDOj2efIljUA,0,3.36E-01
Indian,45,3,NH7Ws65ZwlmOosiblfGTRw,0,2.35E-03
Indian,793,4,kB3QyyhHFVyhGgp35Rnuew,0,2.73E-01
Indian,262,3.5,lIXVm16VchbDXOf7v4hxMA,0,2.87E-01
Indian,98,3,nBoOm-TAhRvbcDkHfKOwGg,0,2.35E-03
Indian,430,4,XUataECnaOfdo4a87NqEFg,0,4.56E-01
Indian,247,4.5,YDtIHtfvWd4W36wq6UAjoA,1,9.98E-01
Indian,34,5,yLcJTiE4n_w4sZwSfMZYZA,0,3.36E-01
Indian,210,3.5,zDiKwE9LPwWo9k2kdwMEZw,0,3.36E-01
Indian,5,5,8xIoNFPmYPz94xBioimvQQ,0,3.36E-01
Indian,162,2.5,ZkpKRf_AenlKegg2-NSA3g,0,6.20E-02
Indian,3,4.5,32nkcoqPk0c1BYuka2enqw,1,9.98E-01
Indian,135,3,_RVeBqIldnrh757oxL-b7w,0,2.35E-03
Indian,55,4,BXoW0AUDE7WZJcY-Vhqlbg,0,3.36E-01
Indian,9,4,FZQ-l92qE1NqpI5lbmAM_g,0,3.36E-01
Indian,192,4.5,ZqOxAKVZEZTa4XS4zthp3Q,1,9.98E-01
Indian,108,3,NL8nsC9VzhQIAs5yfC2cVQ,0,2.35E-03
Indian,222,3.5,fjjzAn0j6zCs2SNViuNfwQ,0,3.36E-01
Indian,279,3.5,KbCLZOKvPdNY7ptAg0kGxw,0,2.87E-01
Indian,75,3,ml3ASw5_B5XLnd9kE8xx3g,0,2.35E-03
Indian,217,4,lPvxWBM1ruaUtOr7gI-yrA,0,3.36E-01
Indian,218,3.5,aczqK-esIyqhyk7QLqcc1A,0,3.36E-01
Indian,280,4,zSCp9pjEQ_M3LBuPRDo-Bg,0,2.87E-01
Indian,115,4,ik7LcD1fkzVbVQ6Sntd4LA,0,3.36E-01
Indian,125,4.5,L9n68f-cdk7RMQvRJvC6bA,1,9.98E-01
Indian,148,3.5,yDS7SUTAe6y3BYKdepIrbg,0,3.36E-01
Indian,117,4.5,Na55QhymZh3cje8Ac2vCvg,1,9.98E-01
Indian,28,4,llzZ19xTIrueN5XBZi4zWg,0,3.36E-01
Indian,110,3.5,EgxnURDBkeKXV9rKzHrJLA,0,3.36E-01
Indian,87,4.5,iXrKGRzIZK0pp31mO3nBzA,1,9.98E-01
Indian,147,4,kQMXY2fshQFGdP8lwDMM6g,0,3.36E-01
Indian,65,3.5,7hgygLzjMf3YQE6oL1E3Aw,0,3.36E-01
Indian,123,4.5,6KOeVK9KMmVG6Q3chyZ_Bg,1,9.98E-01
Indian,17,4,IZGmct19s3P8oZsHD8M62A,0,3.36E-01
Indian,36,3.5,CPBVjdezPyeBTxW1q6R1Zg,0,3.36E-01
Indian,10,3.5,S3dtt6qNyYfdF-I4rZTbXw,0,3.36E-01
Indian,202,4,sMoKKcyUslHmHe0NmCYgfg,0,3.36E-01
Indian,147,4,EKY8DwZVWpkgv6IWrepbWg,0,3.36E-01
Indian,3,2.5,CpsnurlPqkUBWwqO69xS7A,0,6.20E-02
Indian,139,4,KXD44wWmrGf7mzyyr0bikw,0,3.36E-01
Indian,59,4,uVRau5cd-OpqWIA-qsCiJA,0,3.36E-01
Indian,258,3.5,9o3Shnn1KK5EHieKE-YKIQ,0,2.01E-01
Indian,46,4,17hj-J-E7UFki3Brshu0lQ,0,3.36E-01
Indian,140,4,O5MN8tijDGzJS8uin9zQ2Q,0,3.36E-01
Indian,543,4,noBCTbD1Ylf5QR7PXy-rkA,0,4.26E-01
Indian,85,3.5,ATrDmKiZ-YrAcG3hR7LLgg,0,3.36E-01
Indian,8,3.5,iPfHMcyE49cxJhoPL9KRzg,0,3.36E-01
Indian,39,3.5,LQvI-JYji1jO5wySb8KZiw,0,3.36E-01
Indian,519,4,NzU2hb0z0jGEOOv0-zTLEQ,1,5.06E-01
Indian,163,4,aaVV388ojMgIayC3cVIEVg,0,3.36E-01
Indian,1,5,K7u5sEQW1LcIJxjpUS1STg,0,3.36E-01
Indian,20,3.5,vS5WZNErrgWvHtiO3CTmqA,0,3.36E-01
Indian,10,5,DgFso8KK5MYTIYVmOmaYRA,0,3.36E-01
Indian,52,3,zy5MD9rhrPaZkCM1d1vmrg,0,2.35E-03
Indian,45,4.5,bgKGT3osx4KNjrdva4lYpQ,1,9.98E-01
Indian,39,3,IPObt34MFs_Icr83NE7RFQ,0,2.35E-03
Indian,158,3.5,Pv51B3SzP4OqUbJncEeF1g,0,3.36E-01
Indian,276,4.5,HM7Mz6Hpxts58JJP7qELNQ,1,9.98E-01
Indian,140,4,1ckkPS7KtGSu_xXXWKcbvQ,0,3.36E-01
Indian,516,4,EbX_9tqAJs4gW51gZpOB7g,0,4.26E-01
Indian,148,3.5,U3hvDT5CtQrnpg2zhJg3mQ,0,3.36E-01
Indian,5,4.5,M8s00lOMLJW8LQsHhcwhqw,1,9.98E-01
Indian,24,4.5,WdaLydR9O57rWbTnQQQ1OQ,1,9.98E-01
Indian,156,4,ODpSYoZ8fkaX3UaDzBLhsg,0,3.36E-01
Indian,47,4.5,HY7Hx-z5lq1vAacDwYBfoA,1,9.98E-01
Indian,63,4.5,JCewNUA2d-CHcVwz8ZbqlA,1,9.98E-01
Indian,104,4,6y9KWA_QwpsxXol9XWR9uA,0,3.36E-01
Indian,31,3.5,SxpRklyvo-VHZwzO2IrpXQ,0,3.36E-01
Indian,144,4.5,eht_0com4C1sQbl9qCzlag,1,9.98E-01
Indian,184,3,TTwPVEHeSeyFMLF6cik8Lw,0,2.35E-03
Indian,228,4,Rr55bXbJcfdm4lIf-1f0Qw,0,3.36E-01
Indian,609,3.5,Nt7vyXyaxnyXpP4NNgrSvw,0,3.86E-01
Indian,63,3.5,s9K99sWiITSfmq8VShUFVw,0,3.36E-01
Indian,55,4,iAW1UTfP8jL_vpwRh93VcA,0,3.36E-01
Indian,260,3.5,gc5VOvoqzM8UQJwV1mhdkA,0,2.01E-01
Indian,336,3.5,oSMFe-10TyH40NIXG0Zahw,0,2.36E-01
Indian,1,4,AJjQwst3ppWZ9BCfk-tQPA,0,3.36E-01
Indian,225,4.5,BxB7lV381jp5pmosnIBpGA,1,9.98E-01
Indian,35,3,vnf1WSV7dTmOeOkIJ46hiw,0,2.35E-03
Indian,69,4,QHZxlt8nFqycBrxxizwKmA,0,3.36E-01
Indian,1,5,I8rG7zAwNbBOji-R8MYwcQ,0,3.36E-01
Indian,302,3.5,_Hig4rf_SEAhq13eBdJ4CQ,0,3.62E-01
Indian,505,4,3C6c_zqRz_U2AyeN_7LTsg,0,4.26E-01
Turkey,2928,4,xt4sa64WOrpJvZBDPNPNYg,0,3.86E-01
Turkey,955,4,3idAtiEXe_XfTcPoZC_DcQ,0,3.78E-01
Turkey,246,4,WUu7ZxH0y5Fp1G1hLrFxRQ,0,3.24E-01
Turkey,3400,4,U5hCNNyJmb7f3dmC1HTzSQ,0,3.86E-01
Turkey,1560,4,nkfUKb7oWQt54Uz9VQLhUg,0,2.84E-01
Turkey,389,4,vx2JV9juVzSBRGWHOZCTAQ,0,3.17E-01
Turkey,508,4,cuUmPDEY-1KXzShGdpsqag,0,4.13E-01
Turkey,78,3.5,iOo9XFFvV-GJpiOdDbR_hg,0,3.24E-01
Turkey,241,4.5,fcZslhOdQJgRdi04UMf0PA,1,9.98E-01
Turkey,933,4,QpkKEFHK5dz8XT-osEXgJw,0,4.29E-01
Turkey,424,4,#NAME?,0,4.24E-01
Turkey,410,4,8AM1gGIk6KVb27Q9TYwD9Q,0,3.78E-01
Turkey,61,4,CHpmu4N_kRSd-ekynJqIIA,0,3.24E-01
Turkey,819,4,jNRT5vY1Hvp5WDTaHy4Mhw,0,2.62E-01
Turkey,577,4,PpxJsItHTF6sDAK6XnDJ9w,0,4.13E-01
Turkey,287,4,0dO6JJPmkivbK8-Qu5eUYg,0,3.51E-01
Turkey,736,4,WKDdD8Z17-P1XhkyJtDEFA,0,4.10E-01
Turkey,906,4,VCqNjupCWZ5INzOcyBMJSg,0,4.29E-01
Turkey,5,4.5,h0lsdLsf-O93ldYjeoxLvw,1,9.98E-01
Turkey,265,4,h_X1VLP4eVHmaQW6yAAbBg,0,2.76E-01
Turkey,56,3.5,lc_tA1Ml4EoExoql0DQNgA,0,3.24E-01
Turkey,9,3.5,KzVCK8QcbI4HIBbABqnylA,0,3.24E-01
Turkey,84,4.5,7_ZtVIXNwm1sXWaoxUyXlQ,1,9.98E-01
Turkey,18,4.5,eY39Q5fJJMaMiF6sS1S5Hg,1,9.98E-01
Turkey,61,4,Phmh-dTT3fg_Zgw4JguxIw,0,3.24E-01
Turkey,127,4.5,YRxASXAjEPv_k7BxbowouQ,1,9.98E-01
Turkey,60,3.5,vf-77Jz1cWbJv_sO3wloGw,0,3.24E-01
Turkey,173,4.5,dp2gh3PsxKBiqVVxKwyTHw,1,9.98E-01
Turkey,271,3.5,cAEHvzQBxREhpJkFonpYaQ,0,2.76E-01
Turkey,825,3.5,ZyfOt84HvbX4FsqGLOZqCw,0,2.62E-01
Turkey,194,4,8R1Gsg-wzJfWTJrAba_34w,0,3.24E-01
Turkey,7,4,w7zQ47EyJ6R7K_TEWZnInA,0,3.24E-01
Turkey,318,4,tKog0Ewz1roBME_kX1G6hg,0,3.36E-01
Turkey,121,4.5,PeyNYQR-wn7a_mye_0SCUw,1,9.98E-01
Turkey,141,4,9W-iYE7L_xHk6AY5wTUjkw,0,3.24E-01
Turkey,345,4,v0LGazMDlyPX5ceLYpZyTg,0,2.26E-01
Turkey,298,4,N6_qSesaVVrnZ5VDGFpCrg,0,3.50E-01
Turkey,95,4.5,D2SN1HiPSMrRHo9WxWVbTg,1,9.98E-01
Turkey,206,4.5,EaBfDaigEFng3HRKlfH88A,1,9.98E-01
Turkey,2,4,HNFt-Qvat4hQNMk-LV8apQ,0,3.24E-01
Turkey,252,3.5,Gi8HGtzVrxTg02IBXpSClw,0,3.24E-01
Turkey,242,3.5,tvzvtPn7ZedYflgYjz3NXA,0,3.24E-01
Turkey,155,4,#NAME?,0,3.24E-01
Turkey,81,4,5K-AyByoRLKW5XMxOSkNTA,0,3.24E-01
Turkey,1678,4,cCesIqo-LQt0cRlZAnrAZQ,0,4.13E-01
Turkey,76,4.5,9hL1Wb-OXmHriWaKJBQ6hg,1,9.98E-01
Turkey,378,4,qYqe-kArMUebiEvxUPUlVg,0,2.26E-01
Turkey,89,4,zmOISxxP_O96pZFkC1kuVA,0,3.24E-01
Turkey,45,3.5,1gQd8Bg_W9J3hDv_gsNZ7w,0,3.24E-01
Turkey,777,3.5,4rWJGwb3rjDoZHA0AECa5A,0,2.62E-01
Turkey,4,2,wjKUYmZNazd4S06bDMVk5g,0,5.89E-02
Turkey,97,5,kx33pm8e2G2mDhj6CQLe_Q,0,3.24E-01
Turkey,249,4,Wh2K9iqjBmnlqv3T8bu6sA,0,3.24E-01
Turkey,8,5,sSbclGi8ygaPrDf-2UgYqg,0,3.24E-01
Turkey,11,4.5,PqtvahwtmGkGGDyvg1DRCw,1,9.98E-01
Turkey,159,4,6OSf-XAdH9z-jLiXxTPZKg,0,3.24E-01
Turkey,2,2.5,6V8FiEj1OSevz9a2xK6ClA,0,5.89E-02
Turkey,17,4,WhpYUl9BgMkiCpHYAsU9UA,0,3.24E-01
Turkey,256,3.5,08r2HipnMw0AovLfXed82Q,0,3.24E-01
Turkey,355,3.5,IoYXn7KQAwWhPcz5PH5t4Q,0,2.26E-01
Turkey,151,3.5,u97rGETQLmbQbY3rXHECUg,0,3.24E-01
Turkey,149,4,RUL5ICRMDWEnJPbviJYVQA,0,3.24E-01
Turkey,3,4.5,S1scNP7ijgAXkbD-cIxl5A,1,9.98E-01
Turkey,23,4.5,Nx2fUMVJwuZkbLtqMVJRQw,1,9.98E-01
Turkey,1165,4,VnjcxOUuZAeJMiDIU-7hUQ,0,3.69E-01
Turkey,23,4.5,WV4wZZVIKmanuAEpHo-rZA,1,9.98E-01
Turkey,88,4.5,6V67nWoMAmikODuyQNQ3fw,1,9.98E-01
Turkey,18,4,eJzVEVIHql5Vyi0jNxT0Xg,0,3.24E-01
Turkey,9,5,1E0ClsoTSOwZ2vA99Nyyjw,0,3.24E-01
Turkey,1017,3.5,N9OihQ22xLyfeDRSZoDCVQ,0,3.78E-01
Turkey,608,4,BNsKXLDL0pM_IaAR_LR7bw,0,3.74E-01
Turkey,8,4,dYB5RXpSTcngv0JDUd0wmg,0,3.24E-01
Turkey,70,4,moLtpz7do56gtgbfcjB8Hg,0,3.24E-01
Turkey,2,4,mBXOKTfxcIrDBEoVTbkxpA,0,3.24E-01
Turkey,76,4.5,wuFn0SKmVdTgweA_7O9lVA,1,9.98E-01
Turkey,262,3.5,VAkdznBlCPQ7KFvm-Kma0g,0,2.76E-01
Turkey,32,4,h--B7M-Sfs1Y8hhlPay0Qw,0,3.24E-01
Turkey,125,4,KCISn0hhX9wH9ChgWRXnDw,0,3.24E-01
Turkey,1,5,gIaMXRb1HFX5KVrAyJHioA,0,3.24E-01
Turkey,146,4,q2VwOuFDRJyIUfUFy8HQzg,0,3.24E-01
Turkey,137,3.5,CX-QTkLLDz-wkEQ9c-rG6g,0,3.24E-01
Turkey,15,3.5,ViwJm-vnLYFcYyEmc4KX9g,0,3.24E-01
Turkey,2,5,QN5PJA-b8LESiyKa2ABWkQ,0,3.24E-01
Turkey,173,4,L65-2QsNv3y7-tu6xGLAUA,0,3.24E-01
Turkey,34,4.5,oDOr7Ucv2lDDWxM7eVJfuA,1,9.98E-01
Turkey,303,4,ZnhRUBos9FGQZrzbcPn6Vg,0,3.50E-01
Turkey,118,3.5,LgKU9XZ_kLbYJo1or1dzCQ,0,3.24E-01
Turkey,3,2,_ukayPVX6Wz9elQNVEwgDw,0,5.89E-02
Turkey,513,3.5,_9TDcp-kRMeLyje8gMopDg,0,4.13E-01
Turkey,76,4,Sfa8CVjEJRECW1AQ6yMXcQ,0,3.24E-01
Turkey,80,3.5,L-xJ4MIzPRfvL3LgLEWTOA,0,3.24E-01
Turkey,7,5,b9eB9hyMKDZ2yuRy0PGI9A,0,3.24E-01
Turkey,8,4,T09Ow9yArAMX1upKXRHBkQ,0,3.24E-01
Turkey,209,4,w3rPFqs3rE0-7BWfFP23iw,0,3.24E-01
Turkey,120,3.5,4nO6ZJz6Lxu8fsyfOUx1pw,0,3.24E-01
Turkey,153,3.5,4Ph-BYPqykjVj9v3jg_BwA,0,3.24E-01
Turkey,854,3.5,D2qV8sDdHEFlHbVz7VSHRQ,0,4.29E-01
Turkey,86,4,zHh6ioC3tSXBFhXXuXrL8A,0,3.24E-01
Turkey,5,3.5,wcxE4r3hubIZuBug9V38uA,0,3.24E-01
Turkey,1268,3.5,cQxtisUT6TgEGSN7gpnTDg,0,4.25E-01
Turkey,4,5,v_Er-iOLKDUDw2MZ5i3-6A,0,3.24E-01
Turkey,24,3,i039vyK6n5x8PkCg8QTjDQ,0,2.23E-03
Turkey,5,4,cQzOoznq71QW2YVnIT4atg,0,3.24E-01
Turkey,14,2.5,_kxXp3kBxNxKRbsSB9qB1g,0,5.89E-02
Turkey,47,4.5,FHMMwIk0ynfEvVdhMgc0Lw,1,9.98E-01
Turkey,57,4.5,VKKXe8TdToQN5vXfxj5csg,1,9.98E-01
Turkey,7,4.5,qdmqhIYedl_AFR_sXyYfKA,1,9.98E-01
Turkey,26,4,ULfbpzstDgCfkQGhwFzn8w,0,3.24E-01
Turkey,342,4,QaEOw3iqpFd15icPaVgPow,0,2.26E-01
Turkey,178,4.5,j_Zb_u7BtsMgXCwvlohBbg,1,9.98E-01
Turkey,6,5,dizdVxRrqp2FMw3cnBbSWA,0,3.24E-01
Turkey,20,4.5,Rm8HzD4vkFmQz0pr40UkRw,1,9.98E-01
Turkey,9,4,lufGvEFnZwXfKgmugyuVQw,0,3.24E-01
Turkey,101,4,aAqdmE9QFLLQsYDMibtbJA,0,3.24E-01
Turkey,1,3,0scQ5kKKJgxGXEEBEkwSVQ,0,2.23E-03
Turkey,2,5,3xfgQCEk84IBGLFk7R5aHQ,0,3.24E-01
Turkey,40,3.5,LvcvCQUYuZttX0e7wiICVA,0,3.24E-01
Turkey,48,3.5,Lxq4jli3EqgcDTb9hAfU0w,0,3.24E-01
Turkey,8,4.5,iDBeo7yGh7F70MvxRIQdVA,1,9.98E-01
Turkey,17,4,TEmIBOuCPVeGg3c_Ofk1bg,0,3.24E-01
Turkey,119,3.5,jlpxzEtdi5lkGkwWMTC-GQ,0,3.24E-01
Turkey,8,3.5,CVliR21y3FX6zQ9MLO7Rmw,0,3.24E-01
Turkey,8,3,r1__mVuxc7ycj8eBYEaWhQ,0,2.23E-03
Turkey,7,3.5,tCCOx1DJvQuaiSTSa9wnJQ,0,3.24E-01
Turkey,40,4.5,n9D1UuyHFIyJN2PuJmvFUA,1,9.98E-01
Turkey,15,4.5,ZhdF4TT0VfFZvFty--F_fg,1,9.98E-01
Turkey,8,4,U0vTlPd_wWUcS5NCMkHl3g,0,3.24E-01
Turkey,19,3.5,KkMErihT_VMr3O9hYN25DQ,0,3.24E-01
Turkey,3,5,etjwyyRsctQujKcIXYTgCA,0,3.24E-01
Turkey,4,3,o1SsE8qIzHUTuSaLQ6gS8g,0,2.23E-03
Turkey,596,4,W0k5HHTa7IJsR51Nf7fOmA,0,4.29E-01
Turkey,226,3,Q0B2qbc-jJWOP7GQe4XwAg,0,2.23E-03
Turkey,3,5,wv5N2BSaL1ueWkZwKZLhzg,0,3.24E-01
Turkey,16,3.5,qGImDJTEkvVjbO-94NUzaA,0,3.24E-01
Turkey,989,4,MctQwL9Mp5X7DJk13VoERg,0,3.78E-01
Turkey,154,4,35TekDVXNNnWWz4tDvg-_w,0,3.24E-01
Turkey,29,3.5,GPaZ60EKpjdGMqM1cb3Olg,0,3.24E-01
Turkey,88,3.5,gXrj1hbH0cz_-GddzL1gDQ,0,3.24E-01
Turkey,32,3.5,XT_5b_PQvYivc1T9RPdS3A,0,3.24E-01
Turkey,21,3.5,dvUdfsBqaMFcnPtwA-BVhA,0,3.24E-01
Turkey,190,3.5,tew-FjBiwKblt_fI19xIlg,0,3.24E-01
Turkey,17,4,aTUVmObhYiQzCTCD3aBbQw,0,3.24E-01
Turkey,2,4,8v3JEKpnsVavOiwY_NYpxQ,0,3.24E-01
Turkey,9,4,2HwB0HsQP6eeoI5FnJZGcA,0,3.24E-01
Turkey,114,4,ktoeJcZ1_hRsY8V1iCphGg,0,3.24E-01
Turkey,29,4,CgLqQ_av9FHHvAiFv3ddxg,0,3.24E-01
Turkey,124,4.5,Vix6urWPStcjaS00HSeT3g,1,9.98E-01
Turkey,15,2.5,uROb7GJ2YVWt0fWUwNt9Gw,0,5.89E-02
Turkey,262,4.5,Z-yRKPcZQS5dhw_ph-cWBg,1,9.98E-01
Turkey,7,3.5,KMt3QFk-Bd5FMxxMW2mpnQ,0,3.24E-01
Turkey,38,4,aDIcCTZnvPL8F6cZTIiIxg,0,3.24E-01
Turkey,315,4,ohLIPmzTysowInbte9XhMw,0,3.36E-01
Turkey,227,4,U1H_LiA_-9NtaSbehPdODw,0,3.24E-01
Turkey,10,3.5,VYHg8harR7JdcwPxsE6eTw,0,3.24E-01
Turkey,150,4,u9zVZH0liQu9skIz1kGrMA,0,3.24E-01
Turkey,187,4,X2cZaJqblzi4M0irKodWcg,0,3.24E-01
Turkey,54,4,QG8pqZsrnr-wTCMLn3UeBQ,0,3.24E-01
Turkey,20,4.5,ZHSSqpcuqzA5xcobuqBNZA,1,9.98E-01
Turkey,2,5,4jEelcbJ1VIL13oSO7Mp3Q,0,3.24E-01
Turkey,6,4.5,9Xo3owk1WNBYUZaczwXvog,1,9.98E-01
Turkey,15,4,VOMSRoFftPqGbBLGDKpFkw,0,3.24E-01
Turkey,4,3.5,IWZqUl46ogITQyDz3UAXPQ,0,3.24E-01
Turkey,148,4.5,BqKuDTR5UfzaXA39_wH3Yg,1,9.98E-01
Turkey,2,2,vB45zf5b915535lf9QCoqw,0,5.89E-02
Turkey,6,3,eV35y6MHc3Sxo_au-FOO1g,0,2.23E-03
Turkey,1,4,RwwLV1hIxNEvGJb7OeKRPg,0,3.24E-01
Turkey,48,4.5,SGS7JtK6RXmHNmem4vQwlQ,1,9.98E-01
Turkey,20,4.5,ooklUcmp13vzHiJu-ZRqTw,1,9.98E-01
Turkey,1,4,7MvT9cuq3cDoXSYUcsakjw,0,3.24E-01
Turkey,4,3.5,hT1NOAqwYhVtQ3rrEK53MQ,0,3.24E-01
Turkey,4,5,PQAIs-ZPN7QrBvJ-F9pE8w,0,3.24E-01
Turkey,130,3.5,2R1KAjhs0bpWqLTcB5QOWg,0,3.24E-01
Turkey,24,4,#NAME?,0,3.24E-01
Turkey,326,4,6KcS6hc2j4kJi2XTGxC1eg,0,3.27E-01
Turkey,15,3.5,UzbUpYfoHwHrNCFWSuz_hw,0,3.24E-01
Turkey,136,4,kFV-XAalWCEZN5VW77_3Hg,0,3.24E-01
Turkey,54,4,vIqs66_x1w0HE5ijkQxjew,0,3.24E-01
Turkey,1,3,CFiPz6efRDaZ2AovXJxCqg,0,2.23E-03
Turkey,44,3.5,WkALLrAOqGnMPhWhR4pM8w,0,3.24E-01
Turkey,7,4,bgNk_KutszYP-Cbk7u9uPQ,0,3.24E-01
Turkey,9,3.5,k7zyWI6qF0gcnlV0th6Wqg,0,3.24E-01
Turkey,84,4.5,OZ_ww4bXJXeH4wLKHnEbAg,1,9.98E-01
Turkey,20,4,Si0c6gijT1YMai2jX0bC8g,0,3.24E-01
Turkey,2917,3.5,UXVDyIzmO5kmJnlv-HDXLg,0,3.86E-01
Turkey,313,3.5,WQfY18lk9FwbdeI8zNyXbQ,0,3.36E-01
Turkey,4,3,qKguwDWn1e3XK-59W2SHqw,0,2.23E-03
Turkey,8824,4,V7lXZKBDzScDeGB8JmnzSA,0,3.86E-01
Turkey,38,4,ODFSauQouKt-G_QHjwTpmA,0,3.24E-01
